ID,Name,Genre,Cast,Age
702,Ted,Comedy|Fantasy,Mark Wahlberg| Mila Kunis| Seth MacFarlane| Joel McHale,16+
703,RED,Action|Comedy|Crime,Bruce Willis| Helen Mirren| Morgan Freeman|Mary-Louise Parker,16+
704,Australia,Adventure|Drama|Romance,Nicole Kidman| Hugh Jackman| Shea Adams| Eddie Baroo,16+
705,Faster,Action|Crime|Drama,Dwayne Johnson| Billy Bob Thornton| Maggie Grace| Mauricio Lopez,16+
706,The Neighbor,Crime|Horror|Thriller,Josh Stewart| Bill Engvall| Alex Essoe| Ronnie Gene Blevins,16+
707,The Adjustment Bureau,Romance|Sci-Fi|Thriller,Matt Damon| Emily Blunt| Lisa Thoreson| Florence Kastriner,16+
708,The Hollars,Comedy|Drama|Romance,Sharlto Copley| Charlie Day| Richard Jenkins| Anna Kendrick,16+
709,The Judge,Crime|Drama,Robert Downey Jr.| Robert Duvall| Vera Farmiga| Billy Bob Thornton,16+
710,Closed Circuit,Crime|Drama|Mystery,Eric Bana| Rebecca Hall| Jim Broadbent| Ciarán Hinds,16+
711,Transformers: Revenge of the Fallen,Action|Adventure|Sci-Fi,Shia LaBeouf| Megan Fox| Josh Duhamel| Tyrese Gibson,16+
712,La tortue rouge,Animation|Fantasy,Emmanuel Garijo| Tom Hudson| Baptiste Goy| Axel Devillers,16+
713,The Book of Life,Animation|Adventure|Comedy,Diego Luna| Zoe Saldana| Channing Tatum| Ron Perlman,16+
714,Incendies,Drama|Mystery|War,Lubna Azabal| Mélissa Désormeaux-Poulin| Maxim Gaudette| Mustafa Kamel,16+
715,The Heartbreak Kid,Comedy|Romance,Ben Stiller| Michelle Monaghan|Malin Akerman| Jerry Stiller,16+
716,Happy Feet,Animation|Comedy|Family,Elijah Wood| Brittany Murphy| Hugh Jackman| Robin Williams,16+
717,Entourage,Comedy,Adrian Grenier| Kevin Connolly| Jerry Ferrara| Kevin Dillon,16+
718,The Strangers,Horror|Mystery|Thriller,Scott Speedman| Liv Tyler| Gemma Ward| Alex Fisher,16+
719,Noah,Action|Adventure|Drama,Russell Crowe| Jennifer Connelly| Anthony Hopkins| Emma Watson,16+
720,Neighbors,Comedy,Seth Rogen| Rose Byrne| Zac Efron| Lisa Kudrow,16+
721,Nymphomaniac: Vol. II,Drama,Charlotte Gainsbourg| Stellan Skarsgård| Willem Dafoe| Jamie Bell,16+
722,Wild,Adventure|Biography|Drama,Reese Witherspoon| Laura Dern| Gaby Hoffmann|Michiel Huisman,16+
723,Grown Ups,Comedy,Adam Sandler| Salma Hayek| Kevin James| Chris Rock,16+
724,Blair Witch,Horror|Thriller,James Allen McCune| Callie Hernandez| Corbin Reid| Brandon Scott,16+
725,The Karate Kid,Action|Drama|Family,Jackie Chan| Jaden Smith| Taraji P. Henson| Wenwen Han,16+
726,Dark Shadows,Comedy|Fantasy|Horror,Johnny Depp| Michelle Pfeiffer| Eva Green| Helena Bonham Carter,16+
727,Friends with Benefits,Comedy|Romance,Mila Kunis| Justin Timberlake| Patricia Clarkson| Jenna Elfman,16+
728,The Illusionist,Drama|Mystery|Romance,Edward Norton| Jessica Biel| Paul Giamatti| Rufus Sewell,16+
729,The A-Team,Action|Adventure|Comedy,Liam Neeson| Bradley Cooper| Sharlto Copley|Jessica Biel,16+
730,The Guest,Thriller,Dan Stevens| Sheila Kelley| Maika Monroe| Joel David Moore,16+
731,The Internship,Comedy,Vince Vaughn| Owen Wilson| Rose Byrne| Aasif Mandvi,16+
732,Paul,Adventure|Comedy|Sci-Fi,Simon Pegg| Nick Frost| Seth Rogen| Mia Stallard,16+
733,This Beautiful Fantastic,Comedy|Drama|Fantasy,Jessica Brown Findlay| Andrew Scott| Jeremy Irvine|Tom Wilkinson,16+
734,The Da Vinci Code,Mystery|Thriller,Tom Hanks| Audrey Tautou| Jean Reno| Ian McKellen,16+
735,Mr. Church,Comedy|Drama,Eddie Murphy| Britt Robertson| Natascha McElhone| Xavier Samuel,16+
736,Hugo,Adventure|Drama|Family,Asa Butterfield| Chloë Grace Moretz| Christopher Lee| Ben Kingsley,16+
737,The Blackcoat's Daughter,Horror|Thriller,Emma Roberts| Kiernan Shipka| Lauren Holly| Lucy Boynton,16+
738,Body of Lies,Action|Drama|Romance,Leonardo DiCaprio| Russell Crowe| Mark Strong|Golshifteh Farahani,16+
739,Knight of Cups,Drama|Romance,Christian Bale| Cate Blanchett| Natalie Portman|Brian Dennehy,16+
740,The Mummy: Tomb of the Dragon Emperor,Action|Adventure|Fantasy,Brendan Fraser| Jet Li| Maria Bello| Michelle Yeoh,16+
741,The Boss,Comedy,Melissa McCarthy| Kristen Bell| Peter Dinklage| Ella Anderson,16+
742,Hands of Stone,Action|Biography|Drama,Edgar Ramírez| Usher Raymond| Robert De Niro| Rubén Blades,16+
743,El secreto de sus ojos,Drama|Mystery|Romance,Ricardo Darín| Soledad Villamil| Pablo Rago|Carla Quevedo,16+
744,True Grit,Adventure|Drama|Western,Jeff Bridges| Matt Damon| Hailee Steinfeld|Josh Brolin,16+
745,We Are Your Friends,Drama|Music|Romance,Zac Efron| Wes Bentley| Emily Ratajkowski| Jonny Weston,16+
746,A Million Ways to Die in the West,Comedy|Romance|Western,Seth MacFarlane| Charlize Theron| Liam Neeson|Amanda Seyfried,16+
747,Only for One Night,Thriller,Brian White| Karrueche Tran| Angelique Pereira|Jessica Vanessa DeLeon,16+
748,Rules Don't Apply,Comedy|Drama|Romance,Lily Collins| Haley Bennett| Taissa Farmiga| Steve Tom,16+
749,Ouija: Origin of Evil,Horror|Thriller,Elizabeth Reaser| Lulu Wilson| Annalise Basso|Henry Thomas,16+
750,Percy Jackson: Sea of Monsters,Adventure|Family|Fantasy,Logan Lerman| Alexandra Daddario| Brandon T. Jackson| Nathan Fillion,16+
751,Fracture,Crime|Drama|Mystery,Anthony Hopkins| Ryan Gosling| David Strathairn|Rosamund Pike,16+
752,Oculus,Horror|Mystery,Karen Gillan| Brenton Thwaites| Katee Sackhoff|Rory Cochrane,16+
753,In Bruges,Comedy|Crime|Drama,Colin Farrell| Brendan Gleeson| Ciarán Hinds|Elizabeth Berrington,16+
754,This Means War,Action|Comedy|Romance,Reese Witherspoon| Chris Pine| Tom Hardy| Til Schweiger,16+
755,the devil's mistress,Biography|Drama|History,Tatiana Pauhofová| Karl Markovics| Gedeon Burkhard|Simona Stasová,16+
756,The Road,Adventure|Drama,Viggo Mortensen| Charlize Theron| Kodi Smit-McPhee|Robert Duvall,16+
757,Lavender,Drama|Thriller,Abbie Cornish| Dermot Mulroney| Justin Long|Diego Klattenhoff,16+
758,Deuces,Drama,Larenz Tate| Meagan Good| Rotimi| Rick Gonzalez,16+
759,Conan the Barbarian,Action|Adventure|Fantasy,Jason Momoa| Ron Perlman| Rose McGowan|Stephen Lang,16+
760,The Fighter,Action|Biography|Drama,Mark Wahlberg| Christian Bale| Amy Adams|Melissa Leo,16+
761,August Rush,Drama|Music,Freddie Highmore| Keri Russell| Jonathan Rhys Meyers| Terrence Howard,16+
762,Chef,Comedy|Drama,Jon Favreau| Robert Downey Jr.| Scarlett Johansson|Dustin Hoffman,16+
763,Eye in the Sky,Drama|Thriller|War,Helen Mirren| Aaron Paul| Alan Rickman| Barkhad Abdi,16+
764,Eagle Eye,Action|Mystery|Thriller,Shia LaBeouf| Michelle Monaghan| Rosario Dawson|Michael Chiklis,16+
765,The Purge,Horror|Sci-Fi|Thriller,Ethan Hawke| Lena Headey| Max Burkholder|Adelaide Kane,16+
766,PK,Comedy|Drama|Romance,Aamir Khan| Anushka Sharma| Sanjay Dutt|Boman Irani,16+
767,Ender's Game,Action|Sci-Fi,Harrison Ford| Asa Butterfield| Hailee Steinfeld| Abigail Breslin,16+
768,Indiana Jones and the Kingdom of the Crystal Skull,Action|Adventure|Fantasy,Harrison Ford| Cate Blanchett| Shia LaBeouf|Karen Allen,16+
769,Paper Towns,Drama|Mystery|Romance,Nat Wolff| Cara Delevingne| Austin Abrams| Justice Smith,16+
770,High-Rise,Drama,Tom Hiddleston| Jeremy Irons| Sienna Miller| Luke Evans,16+
771,Quantum of Solace,Action|Adventure|Thriller,Daniel Craig| Olga Kurylenko| Mathieu Amalric| Judi Dench,16+
772,The Assignment,Action|Crime|Thriller,Sigourney Weaver| Michelle Rodriguez| Tony Shalhoub|Anthony LaPaglia,16+
773,How to Train Your Dragon,Animation|Action|Adventure,Jay Baruchel| Gerard Butler|Christopher Mintz-Plasse| Craig Ferguson,16+
774,Lady in the Water,Drama|Fantasy|Mystery,Paul Giamatti| Bryce Dallas Howard| Jeffrey Wright| Bob Balaban,16+
775,The Fountain,Drama|Sci-Fi,Hugh Jackman| Rachel Weisz| Sean Patrick Thomas| Ellen Burstyn,16+
776,Cars 2,Animation|Adventure|Comedy,Owen Wilson| Larry the Cable Guy|Michael Caine| Emily Mortimer,16+
777,31,Horror|Thriller,Malcolm McDowell| Richard Brake| Jeff Daniel Phillips|Sheri Moon Zombie,16+
778,Final Girl,Action|Thriller,Abigail Breslin| Wes Bentley| Logan Huffman|Alexander Ludwig,16+
779,Chalk It Up,Comedy,Maddy Curley| John DeLuca| Nikki SooHoo| Drew Seeley,16+
780,The Man Who Knew Infinity,Biography|Drama,Dev Patel| Jeremy Irons| Malcolm Sinclair| Raghuvir Joshi,16+
781,Unknown,Action|Mystery|Thriller,Liam Neeson| Diane Kruger| January Jones|Aidan Quinn,16+
782,Self/less,Action|Mystery|Sci-Fi,Ryan Reynolds| Natalie Martinez| Matthew Goode|Ben Kingsley,16+
783,Mr. Brooks,Crime|Drama|Thriller,Kevin Costner| Demi Moore| William Hurt| Dane Cook,16+
784,Tramps,Comedy|Romance,Callum Turner| Grace Van Patten| Michal Vondel| Mike Birbiglia,16+
785,Before We Go,Comedy|Drama|Romance,Chris Evans| Alice Eve| Emma Fitzpatrick| John Cullum,16+
786,Captain Phillips,Biography|Drama|Thriller,Tom Hanks| Barkhad Abdi| Barkhad Abdirahman|Catherine Keener,16+
787,The Secret Scripture,Drama,Rooney Mara| Eric Bana| Theo James| Aidan Turner,16+
788,Max Steel,Action|Adventure|Family,Ben Winchell| Josh Brener| Maria Bello| Andy Garcia,16+
789,Hotel Transylvania 2,Animation|Comedy|Family,Adam Sandler| Andy Samberg| Selena Gomez| Kevin James,16+
790,Hancock,Action|Crime|Drama,Will Smith| Charlize Theron| Jason Bateman| Jae Head,16+
791,Sisters,Comedy,Amy Poehler| Tina Fey| Maya Rudolph| Ike Barinholtz,16+
792,The Family,Comedy|Crime|Thriller,Robert De Niro| Michelle Pfeiffer| Dianna Agron| John D'Leo,16+
793,Zack and Miri Make a Porno,Comedy|Romance,Seth Rogen| Elizabeth Banks| Craig Robinson| Gerry Bednob,16+
794,Ma vie de Courgette,Animation|Comedy|Drama,Gaspard Schlatter| Sixtine Murat| Paulin Jaccoud|Michel Vuillermoz,16+
795,Man on a Ledge,Action|Crime|Thriller,Sam Worthington| Elizabeth Banks| Jamie Bell| Mandy Gonzalez,16+
796,No Strings Attached,Comedy|Romance,Natalie Portman| Ashton Kutcher| Kevin Kline| Cary Elwes,16+
797,Rescue Dawn,Adventure|Biography|Drama,Christian Bale| Steve Zahn| Jeremy Davies| Zach Grenier,16+
798,Despicable Me 2,Animation|Adventure|Comedy,Steve Carell| Kristen Wiig| Benjamin Bratt| Miranda Cosgrove,16+
799,A Walk Among the Tombstones,Crime|Drama|Mystery,Liam Neeson| Dan Stevens| David Harbour| Boyd Holbrook,16+
800,The World's End,Action|Comedy|Sci-Fi,Simon Pegg| Nick Frost| Martin Freeman| Rosamund Pike,16+
801,Yoga Hosers,Comedy|Fantasy|Horror,Lily-Rose Depp| Harley Quinn Smith| Johnny Depp|Adam Brody,16+
802,Seven Psychopaths,Comedy|Crime,Colin Farrell| Woody Harrelson| Sam Rockwell|Christopher Walken,16+
803,Beowulf,Animation|Action|Adventure,Ray Winstone| Crispin Glover| Angelina Jolie|Robin Wright,16+
804,Jack Ryan: Shadow Recruit,Action|Drama|Thriller,Chris Pine| Kevin Costner| Keira Knightley|Kenneth Branagh,16+
805,1408,Fantasy|Horror,John Cusack| Samuel L. Jackson| Mary McCormack| Paul Birchard,16+
806,The Gambler,Crime|Drama|Thriller,Mark Wahlberg| Jessica Lange| John Goodman| Brie Larson,16+
807,Prince of Persia: The Sands of Time,Action|Adventure|Fantasy,Jake Gyllenhaal| Gemma Arterton| Ben Kingsley|Alfred Molina,16+
808,The Spectacular Now,Comedy|Drama|Romance,Miles Teller| Shailene Woodley| Kyle Chandler|Jennifer Jason Leigh,16+
809,A United Kingdom,Biography|Drama|Romance,David Oyelowo| Rosamund Pike| Tom Felton| Jack Davenport,16+
810,USS Indianapolis: Men of Courage,Action|Drama|History,Nicolas Cage| Tom Sizemore| Thomas Jane|Matt Lanter,16+
811,Turbo Kid,Action|Adventure|Comedy,Munro Chambers| Laurence Leboeuf| Michael Ironside| Edwin Wright,18+
812,Mama,Horror|Thriller,Jessica Chastain| Nikolaj Coster-Waldau| Megan Charpentier| Isabelle Nélisse,18+
813,Orphan,Horror|Mystery|Thriller,Vera Farmiga| Peter Sarsgaard| Isabelle Fuhrman| CCH Pounder,18+
814,To Rome with Love,Comedy|Romance,Woody Allen| Penélope Cruz| Jesse Eisenberg| Ellen Page,18+
815,Fantastic Mr. Fox,Animation|Adventure|Comedy,George Clooney| Meryl Streep| Bill Murray| Jason Schwartzman,18+
816,Inside Man,Crime|Drama|Mystery,Denzel Washington| Clive Owen| Jodie Foster|Christopher Plummer,18+
817,I.T.,Crime|Drama|Mystery,Pierce Brosnan| Jason Barry| Karen Moskow| Kai Ryssdal,18+
818,127 Hours,Adventure|Biography|Drama,James Franco| Amber Tamblyn| Kate Mara| Sean Bott,18+
819,Annabelle,Horror|Mystery|Thriller,Ward Horton| Annabelle Wallis| Alfre Woodard|Tony Amendola,18+
820,Wolves at the Door,Horror|Thriller,Katie Cassidy| Elizabeth Henstridge| Adam Campbell| Miles Fisher,18+
821,suite francaise,Drama|Romance|War,Michelle Williams| Kristin Scott Thomas| Margot Robbie|Eric Godon,18+
822,The Imaginarium of Doctor Parnassus,Adventure|Fantasy|Mystery,Christopher Plummer| Lily Cole| Heath Ledger|Andrew Garfield,18+
823,G.I. Joe: The Rise of Cobra,Action|Adventure|Sci-Fi,Dennis Quaid| Channing Tatum| Marlon Wayans|Adewale Akinnuoye-Agbaje,18+
824,Christine,Biography|Drama,Rebecca Hall| Michael C. Hall| Tracy Letts| Maria Dizzia,18+
825,Man Down,Drama|Thriller,Shia LaBeouf| Jai Courtney| Gary Oldman| Kate Mara,18+
826,Crawlspace,Horror|Thriller,Michael Vartan| Erin Moriarty| Nadine Velazquez|Ronnie Gene Blevins,18+
827,Shut In,Drama|Horror|Thriller,Naomi Watts| Charlie Heaton| Jacob Tremblay|Oliver Platt,18+
828,The Warriors Gate,Action|Adventure|Fantasy,Mark Chao| Ni Ni| Dave Bautista| Sienna Guillory,18+
829,Grindhouse,Action|Horror|Thriller,Kurt Russell| Rose McGowan| Danny Trejo| Zoë Bell,18+
830,Disaster Movie,Comedy,Carmen Electra| Vanessa Lachey|Nicole Parker| Matt Lanter,18+
831,Rocky Balboa,Drama|Sport,Sylvester Stallone| Antonio Tarver| Milo Ventimiglia| Burt Young,18+
832,Diary of a Wimpy Kid: Dog Days,Comedy|Family,Zachary Gordon| Robert Capron| Devon Bostick|Steve Zahn,18+
833,Jane Eyre,Drama|Romance,Mia Wasikowska| Michael Fassbender| Jamie Bell| Su Elliot,18+
834,Fool's Gold,Action|Adventure|Comedy,Matthew McConaughey| Kate Hudson| Donald Sutherland| Alexis Dziena,18+
835,The Dictator,Comedy,Sacha Baron Cohen| Anna Faris| John C. Reilly| Ben Kingsley,18+
836,The Loft,Mystery|Romance|Thriller,Karl Urban| James Marsden| Wentworth Miller| Eric Stonestreet,18+
837,Bacalaureat,Crime|Drama,Adrian Titieni| Maria-Victoria Dragus| Lia Bugnar|Malina Manovici,18+
838,You Don't Mess with the Zohan,Action|Comedy,Adam Sandler| John Turturro| Emmanuelle Chriqui|Nick Swardson,18+
839,Exposed,Crime|Drama|Mystery,Ana de Armas| Keanu Reeves| Christopher McDonald| Mira Sorvino,18+
840,Maudie,Biography|Drama|Romance,Ethan Hawke| Sally Hawkins| Kari Matchett| Zachary Bennett,18+
841,Horrible Bosses 2,Comedy|Crime,Jason Bateman| Jason Sudeikis| Charlie Day| Jennifer Aniston,18+
842,A Bigger Splash,Drama|Thriller,Tilda Swinton| Matthias Schoenaerts| Ralph Fiennes| Dakota Johnson,18+
843,Melancholia,Drama,Kirsten Dunst| Charlotte Gainsbourg| Kiefer Sutherland| Alexander Skarsgård,18+
844,The Princess and the Frog,Animation|Adventure|Comedy,Anika Noni Rose| Keith David| Oprah Winfrey| Bruno Campos,18+
845,Unstoppable,Action|Thriller,Denzel Washington| Chris Pine| Rosario Dawson| Ethan Suplee,18+
846,Flight,Drama|Thriller,Denzel Washington| Nadine Velazquez| Don Cheadle| John Goodman,18+
847,Home,Animation|Adventure|Comedy,Jim Parsons| Rihanna| Steve Martin| Jennifer Lopez,18+
848,La migliore offerta,Crime|Drama|Mystery,Geoffrey Rush| Jim Sturgess| Sylvia Hoeks|Donald Sutherland,18+
849,Mean Dreams,Thriller,Sophie Nélisse| Josh Wiggins| Joe Cobden| Bill Paxton,18+
850,42,Biography|Drama|Sport,Chadwick Boseman| T.R. Knight| Harrison Ford|Nicole Beharie,18+
851,21,Crime|Drama|Thriller,Jim Sturgess| Kate Bosworth| Kevin Spacey| Aaron Yoo,18+
852,Begin Again,Drama|Music,Keira Knightley| Mark Ruffalo| Adam Levine| Hailee Steinfeld,18+
853,Out of the Furnace,Crime|Drama|Thriller,Christian Bale| Casey Affleck| Zoe Saldana| Woody Harrelson,18+
854,Vicky Cristina Barcelona,Drama|Romance,Rebecca Hall| Scarlett Johansson| Javier Bardem|Christopher Evan Welch,18+
855,Kung Fu Panda,Animation|Action|Adventure,Jack Black| Ian McShane|Angelina Jolie| Dustin Hoffman,18+
856,Barbershop: The Next Cut,Comedy|Drama,Ice Cube| Regina Hall| Anthony Anderson| Eve,18+
857,Terminator Salvation,Action|Adventure|Drama,Christian Bale| Sam Worthington| Anton Yelchin| Moon Bloodgood,18+
858,Freedom Writers,Biography|Crime|Drama,Hilary Swank| Imelda Staunton| Patrick Dempsey| Scott Glenn,18+
859,The Hills Have Eyes,Horror,Ted Levine| Kathleen Quinlan| Dan Byrd| Emilie de Ravin,18+
860,Changeling,Biography|Drama|Mystery,Angelina Jolie| Colm Feore| Amy Ryan| Gattlin Griffith,18+
861,Remember Me,Drama|Romance,Robert Pattinson| Emilie de Ravin| Caitlyn Rund|Moisés Acevedo,18+
862,Koe no katachi,Animation|Drama|Romance,Miyu Irino| Saori Hayami| Aoi Yuki| Kenshô Ono,18+
863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy|Family,Steve Carell| Jennifer Garner| Ed Oxenbould| Dylan Minnette,18+
864,Locke,Drama,Tom Hardy| Olivia Colman| Ruth Wilson| Andrew Scott,18+
865,The 9th Life of Louis Drax,Mystery|Thriller,Jamie Dornan| Aiden Longworth| Sarah Gadon|Aaron Paul,18+
866,Horns,Drama|Fantasy|Horror,Daniel Radcliffe| Juno Temple| Max Minghella| Joe Anderson,18+
867,Indignation,Drama|Romance,Logan Lerman| Sarah Gadon| Tijuana Ricks| Sue Dahlman,18+
868,The Stanford Prison Experiment,Biography|Drama|History,Ezra Miller| Tye Sheridan| Billy Crudup| Olivia Thirlby,18+
869,Diary of a Wimpy Kid: Rodrick Rules,Comedy|Family,Zachary Gordon| Devon Bostick| Robert Capron|Rachael Harris,18+
870,Mission: Impossible III,Action|Adventure|Thriller,Tom Cruise| Michelle Monaghan| Ving Rhames| Philip Seymour Hoffman,18+
871,En man som heter Ove,Comedy|Drama,Rolf Lassgård| Bahar Pars| Filip Berg| Ida Engvoll,18+
872,Dragonball Evolution,Action|Adventure|Fantasy,Justin Chatwin| James Marsters| Yun-Fat Chow| Emmy Rossum,18+
873,Red Dawn,Action|Thriller,Chris Hemsworth| Isabel Lucas| Josh Hutcherson| Josh Peck,18+
874,One Day,Drama|Romance,Anne Hathaway| Jim Sturgess| Patricia Clarkson|Tom Mison,18+
875,Life as We Know It,Comedy|Drama|Romance,Katherine Heigl| Josh Duhamel| Josh Lucas| Alexis Clagett,18+
876,28 Weeks Later,Drama|Horror|Sci-Fi,Jeremy Renner| Rose Byrne| Robert Carlyle| Harold Perrineau,18+
877,Warm Bodies,Comedy|Horror|Romance,Nicholas Hoult| Teresa Palmer| John Malkovich|Analeigh Tipton,18+
878,Blue Jasmine,Drama,Cate Blanchett| Alec Baldwin| Peter Sarsgaard| Sally Hawkins,18+
879,G.I. Joe: Retaliation,Action|Adventure|Sci-Fi,Dwayne Johnson| Channing Tatum| Adrianne Palicki|Byung-hun Lee,18+
880,Wrath of the Titans,Action|Adventure|Fantasy,Sam Worthington| Liam Neeson| Rosamund Pike| Ralph Fiennes,18+
881,Shin Gojira,Action|Adventure|Drama,Hiroki Hasegawa| Yutaka Takenouchi|Satomi Ishihara| Ren Ôsugi,18+
882,Saving Mr. Banks,Biography|Comedy|Drama,Emma Thompson| Tom Hanks| Annie Rose Buckley| Colin Farrell,18+
883,Transcendence,Drama|Mystery|Romance,Johnny Depp| Rebecca Hall| Morgan Freeman| Cillian Murphy,18+
884,Rio,Animation|Adventure|Comedy,Jesse Eisenberg| Anne Hathaway| George Lopez|Karen Disher,18+
885,Equals,Drama|Romance|Sci-Fi,Nicholas Hoult| Kristen Stewart| Vernetta Lopez|Scott Lawrence,18+
886,Babel,Drama,Brad Pitt| Cate Blanchett| Gael García Bernal| Mohamed Akhzam,18+
887,The Tree of Life,Drama|Fantasy,Brad Pitt| Sean Penn| Jessica Chastain| Hunter McCracken,18+
888,The Lucky One,Drama|Romance,Zac Efron| Taylor Schilling| Blythe Danner| Riley Thomas Stewart,18+
889,Piranha 3D,Comedy|Horror|Thriller,Elisabeth Shue| Jerry O'Connell| Richard Dreyfuss|Ving Rhames,18+
890,50/50,Comedy|Drama|Romance,Joseph Gordon-Levitt| Seth Rogen| Anna Kendrick| Bryce Dallas Howard,18+
891,The Intent,Crime|Drama,Dylan Duffus| Scorcher|Shone Romulus| Jade Asha,18+
892,This Is 40,Comedy|Romance,Paul Rudd| Leslie Mann| Maude Apatow| Iris Apatow,18+
893,Real Steel,Action|Drama|Family,Hugh Jackman| Evangeline Lilly| Dakota Goyo|Anthony Mackie,18+
894,Sex and the City,Comedy|Drama|Romance,Sarah Jessica Parker| Kim Cattrall| Cynthia Nixon| Kristin Davis,18+
895,Rambo,Action|Thriller|War,Sylvester Stallone| Julie Benz| Matthew Marsden| Graham McTavish,18+
896,Planet Terror,Action|Comedy|Horror,Rose McGowan| Freddy Rodríguez| Josh Brolin|Marley Shelton,18+
897,Concussion,Biography|Drama|Sport,Will Smith| Alec Baldwin| Albert Brooks| David Morse,18+
898,The Fall,Adventure|Comedy|Drama,Lee Pace| Catinca Untaru| Justine Waddell| Kim Uylenbroek,18+
899,The Ugly Truth,Comedy|Romance,Katherine Heigl| Gerard Butler| Bree Turner| Eric Winter,18+
900,Bride Wars,Comedy|Romance,Kate Hudson| Anne Hathaway| Candice Bergen| Bryan Greenberg,18+
901,Sleeping with Other People,Comedy|Drama|Romance,Jason Sudeikis| Alison Brie| Jordan Carlos|Margarita Levieva,18+
902,Snakes on a Plane,Action|Adventure|Crime,Samuel L. Jackson| Julianna Margulies| Nathan Phillips| Rachel Blanchard,18+
903,What If,Comedy|Romance,Daniel Radcliffe| Zoe Kazan| Megan Park| Adam Driver,18+
904,How to Train Your Dragon 2,Animation|Action|Adventure,Jay Baruchel| Cate Blanchett| Gerard Butler| Craig Ferguson,18+
905,RoboCop,Action|Crime|Sci-Fi,Joel Kinnaman| Gary Oldman| Michael Keaton| Abbie Cornish,18+
906,In Dubious Battle,Drama,Nat Wolff| James Franco| Vincent D'Onofrio| Selena Gomez,18+
907,"Hello, My Name Is Doris",Comedy|Drama|Romance,Sally Field| Max Greenfield| Tyne Daly| Wendi McLendon-Covey,18+
908,Ocean's Thirteen,Crime|Thriller,George Clooney| Brad Pitt| Matt Damon|Michael Mantell,18+
909,Slither,Comedy|Horror|Sci-Fi,Nathan Fillion| Elizabeth Banks| Michael Rooker| Don Thompson,18+
910,Contagion,Drama|Thriller,Matt Damon| Kate Winslet| Jude Law| Gwyneth Paltrow,18+
911,Il racconto dei racconti - Tale of Tales,Drama|Fantasy|Horror,Salma Hayek| Vincent Cassel| Toby Jones| John C. Reilly,18+
912,I Am the Pretty Thing That Lives in the House,Thriller,Ruth Wilson| Paula Prentiss| Lucy Boynton| Bob Balaban,18+
913,Bridge to Terabithia,Adventure|Drama|Family,Josh Hutcherson| AnnaSophia Robb| Zooey Deschanel| Robert Patrick,18+
914,Coherence,Mystery|Sci-Fi|Thriller,Emily Baldoni| Maury Sterling| Nicholas Brendon| Elizabeth Gracen,18+
915,Notorious,Biography|Crime|Drama,Jamal Woolard| Anthony Mackie| Derek Luke|Momo Dione,18+
916,Goksung,Drama|Fantasy|Horror,Jun Kunimura| Jung-min Hwang| Do-won Kwak| Woo-hee Chun,18+
917,The Expendables 2,Action|Adventure|Thriller,Sylvester Stallone| Liam Hemsworth| Randy Couture|Jean-Claude Van Damme,18+
918,The Girl Next Door,Crime|Drama|Horror,William Atherton| Blythe Auffarth| Blanche Baker|Kevin Chamberlin,18+
919,Perfume: The Story of a Murderer,Crime|Drama|Fantasy,Ben Whishaw| Dustin Hoffman| Alan Rickman|Francesc Albiol,18+
920,The Golden Compass,Adventure|Family|Fantasy,Nicole Kidman| Daniel Craig| Dakota Blue Richards| Ben Walker,18+
921,Centurion,Action|Adventure|Drama,Michael Fassbender| Dominic West| Olga Kurylenko|Andreas Wisniewski,18+
922,Scouts Guide to the Zombie Apocalypse,Action|Comedy|Horror,Tye Sheridan| Logan Miller| Joey Morgan|Sarah Dumont,18+
923,17 Again,Comedy|Drama|Family,Zac Efron| Matthew Perry| Leslie Mann| Thomas Lennon,18+
924,No Escape,Action|Thriller,Lake Bell| Pierce Brosnan| Owen Wilson|Chatchawai Kamonsakpitak,18+
925,Superman Returns,Action|Adventure|Sci-Fi,Brandon Routh| Kevin Spacey| Kate Bosworth| James Marsden,18+
926,The Twilight Saga: Breaking Dawn - Part 1,Adventure|Drama|Fantasy,Kristen Stewart| Robert Pattinson| Taylor Lautner| Gil Birmingham,18+
927,Precious,Drama,Gabourey Sidibe| Mo'Nique| Paula Patton| Mariah Carey,18+
928,The Sea of Trees,Drama,Matthew McConaughey| Naomi Watts| Ken Watanabe|Ryoko Seta,18+
929,Good Kids,Comedy,Zoey Deutch| Nicholas Braun| Mateo Arias| Israel Broussard,18+
930,The Master,Drama,Philip Seymour Hoffman| Joaquin Phoenix|Amy Adams| Jesse Plemons,18+
931,Footloose,Comedy|Drama|Music,Kenny Wormald| Julianne Hough| Dennis Quaid|Andie MacDowell,18+
932,If I Stay,Drama|Fantasy|Music,Chloë Grace Moretz| Mireille Enos| Jamie Blackley|Joshua Leonard,18+
933,The Ticket,Drama,Dan Stevens| Malin Akerman| Oliver Platt| Kerry Bishé,18+
934,Detour,Thriller,Tye Sheridan| Emory Cohen| Bel Powley|Stephen Moyer,18+
935,The Love Witch,Comedy|Horror,Samantha Robinson| Jeffrey Vincent Parise| Laura Waddell| Gian Keys,18+
936,Talladega Nights: The Ballad of Ricky Bobby,Action|Comedy|Sport,Will Ferrell| John C. Reilly| Sacha Baron Cohen| Gary Cole,18+
937,The Human Centipede (First Sequence),Horror,Dieter Laser| Ashley C. Williams| Ashlynn Yennie| Akihiro Kitamura,18+
